industry,job_role,education_level,experience_years,ai_adoption_level,automation_risk,skill_shift_level,salary_change_percent,job_replacement_probability
Logistics,Manager,Master,19,0.5396724302580603,0.3142166204304938,0.5588183839553984,21.8724826188322,0.2018749776092192
Retail,Manager,Bachelor,16,0.5640297988029881,0.4799434753987615,0.5928837112959158,15.455280426819613,0.24063699775593428
Finance,Data Analyst,Master,16,0.5285579631400841,0.526468256993571,0.5916585311479314,18.107861213837047,0.26556579763611055
Manufacturing,Manager,Master,19,0.5518147019708954,0.476687852256359,0.8503130178346177,32.435788260479356,0.3311286758769486
Logistics,Technician,Diploma,11,0.6697630452320227,0.7184782704400298,0.9901687707875605,38.31525599352675,0.6627881269185193
Manufacturing,Software Engineer,Master,6,0.6179958837292148,0.6030524115703493,0.7415989703665837,22.084115361850337,0.5512301109845499
Government,Teacher,High School,1,0.2248293209499747,0.1530840665056662,0.29647795959299283,5.646605161909194,0.12536630626316508
IT,Software Engineer,Master,2,0.788874339524861,0.6342006053445751,0.7106026968259944,23.604134252954516,0.6058648920797294
Finance,Data Analyst,Master,16,0.5177689858637889,0.5539015037448204,0.6620769049130589,15.78829245531004,0.28106346596385506
Education,Clerk,Bachelor,4,0.5603160021327309,0.8449439016639098,0.9208270889691818,24.787554200468776,0.8175705046466711
Finance,Teacher,High School,16,0.5096658701557967,0.412140277993937,0.41521315938773745,11.334260385513279,0.2586812491041742
Logistics,Data Analyst,Master,23,0.6526027134276455,0.814518641513345,1.0,35.768960898704975,0.6205214382851583
Education,Nurse,Master,16,0.40346594305633043,0.2597141140034442,0.5536378835557794,12.623274252952239,0.16343043267909346
IT,Clerk,Diploma,16,0.8852091473533198,1.0,1.0,37.15579921366086,0.8214600447927939
Logistics,Software Engineer,Master,1,0.5648534336161561,0.6195836137840086,0.9275688608290653,28.03935726278648,0.5137543461412558
Healthcare,Data Analyst,Master,1,0.40426456585471043,0.45288495135787704,0.8232239709420643,25.69223969296174,0.3649240455423024
Manufacturing,Nurse,Diploma,21,0.8936443109086859,0.7905278124744701,1.0,36.721429907802865,0.6408660706070561
IT,Teacher,Bachelor,22,0.9436267257242772,0.8991319645314724,0.91938432874667,34.78948806498999,0.5389729032839335
Manufacturing,Teacher,Master,4,0.8511416164090864,0.8089432305685118,0.9970258600813573,32.469769570584454,0.7798813864347128
Retail,Support Staff,Diploma,0,0.4375879761805524,0.6722630993687904,0.6596277224463499,20.055258394448927,0.6042525055140646
Healthcare,Nurse,High School,0,0.3635921570502981,0.24358626065697103,0.2610672833359081,-4.091164981692552,0.17534007066895735
Healthcare,Technician,Bachelor,18,0.45614293013562796,0.49342665367911365,0.5528146200425615,18.83467549664022,0.3578767193379797
IT,Manager,High School,1,0.8379788495188294,0.7474017587406696,0.873798685324723,26.460875411902876,0.6194123209933026
Healthcare,Clerk,High School,20,0.46432793462861427,0.7794278594599985,0.8153217938564538,33.18129198179342,0.5995603025068428
Education,Nurse,Diploma,11,0.5397541513256561,0.4912870593035393,0.5215752203002717,13.853717571882756,0.3963566352573869
Healthcare,Support Staff,Master,5,0.4450400205369096,0.581563333524193,0.7246416072616766,27.2861965180167,0.3707838355298594
Manufacturing,Manager,Diploma,22,0.8878381406367695,0.8374950618662887,0.9136158451881325,34.73593777995749,0.5827226376977683
Manufacturing,Manager,Diploma,3,0.710042806564805,0.6689472067150766,0.7099296587140685,17.23302343300893,0.6380296211697077
Logistics,Data Analyst,Diploma,22,0.7447080762541936,0.6883684312285809,0.7970027276186717,32.12661038497362,0.41469146727946593
Manufacturing,Manager,Diploma,10,0.6180330118982056,0.4685767734656746,0.4298873563540523,7.485922569800993,0.35197284173700677
Logistics,Technician,Bachelor,23,0.5939738667698375,0.6882998500858162,0.7862170775949472,26.151199065564825,0.4213443523304119
Manufacturing,Teacher,Master,16,0.7948292737685179,0.7237285720839058,0.9176509243891711,26.87594777533468,0.5054919206616919
Education,Support Staff,High School,5,0.29842358234623045,0.4761397380260606,0.587113396734215,16.00468656352858,0.3759149404163126
Government,Manager,High School,23,0.24646089778503943,0.1178556178836668,0.11269079276396227,-1.915832280831422,0.0
Logistics,Data Analyst,Master,4,0.7893379034899557,0.677518265163328,0.7741330589916404,21.907885465887656,0.46822349786016526
Finance,Technician,High School,19,0.7501082864629832,0.6806351087795973,0.6073052416393044,23.85934302851981,0.510493021192251
Retail,Software Engineer,Master,1,0.3643736308687565,0.3804504836525341,0.7596366231499183,17.928628821342052,0.2539931272711134
IT,Teacher,High School,5,0.7895873155056781,0.843192553077223,0.8890162232856907,26.966924207577947,0.5640447648023253
Manufacturing,Teacher,Diploma,21,0.7017322581532598,0.5883709829451178,0.741777900358407,23.43899869228866,0.2779993940079027
Healthcare,Support Staff,High School,10,0.6104149250496904,0.9206316870491422,1.0,30.107487034744953,0.5860125296229053
Government,Teacher,Master,15,0.2878011845713314,0.2534997195074921,0.33246166651984926,5.734519722068736,0.13175644241634799
Manufacturing,Manager,Master,15,0.6145167860159796,0.49432033993388347,0.8511518600079109,31.555250305508988,0.3511711917143552
Healthcare,Data Analyst,Master,0,0.37830553831601915,0.4176606053271518,0.6607163607175763,17.87212039485807,0.3875895878299358
Retail,Teacher,Master,8,0.49991006622903766,0.3436681716541891,0.4513601630521395,5.794939529940603,0.19621850924639808
Retail,Teacher,Master,5,0.5909749652678782,0.4176189088093592,0.6115581996142383,15.047550565545595,0.3708002464672638
Retail,Software Engineer,Bachelor,15,0.3703677584279552,0.3281819317110331,0.6003427310183621,12.046563188430053,0.22400363189280142
Healthcare,Software Engineer,Bachelor,2,0.6703248046692681,0.6197660041857654,0.7878955328389896,28.274912262181573,0.4814629152381367
Manufacturing,Clerk,High School,19,0.7048232804058866,0.8460884680665822,1.0,31.814204092168183,0.7312293532410381
Retail,Technician,Master,3,0.4339255757050911,0.6102042870658472,0.7920629265441264,25.410168681550854,0.593267081742776
Education,Manager,High School,18,0.2828556515284521,0.2115890401730263,0.3739414451646515,14.2624489828111,0.06271452379048123
